airtable_record_id,arda_item_eid,matched_via,tool_description,product_id,vendor,airtable_url
recCk5NjGgqSmJ9Bn,e384f0e4-baae-4824-91e3-890197502bd3,description,1597NS,62990668,Guhring,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recCk5NjGgqSmJ9Bn
recCo2PY9G8RI1kOG,4dbce822-8560-4bbc-94b3-efcfaf27d6d6,description,1674NS,,,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recCo2PY9G8RI1kOG
recCyVEDCbPgsp4Qg,39e9b80f-7a27-42c5-ae9c-8320e4e6fb75,description,1639NS,086071-46034,Precision,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recCyVEDCbPgsp4Qg
recDB4mP1kH5CdUGW,972511ea-a3aa-4946-8676-e7785d81b571,description,1638NS,D1191033,YG1,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recDB4mP1kH5CdUGW
recDjkmLws5kdyDUI,3e3bfd11-b0ea-48e8-b725-c52b3dbd6cab,description,1930S,1400125605,OSG,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recDjkmLws5kdyDUI
recDz5JfKHUDIbm8S,6efddcab-3b61-4cf3-b857-7236133dbb01,numeric-base,0322NS,SV3-end mill,Pierson,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recDz5JfKHUDIbm8S
recE2uE9Cbll23IxJ,91dd5238-6658-4686-8614-a9248b34e628,description,1924NS,1400137305,OSG,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recE2uE9Cbll23IxJ
recE7vzkJRUGsQnQC,17ec1ff7-2275-43c5-b2cc-1efe2c667e81,description,1979NS,1625056247,OSG,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recE7vzkJRUGsQnQC
recEFD0hORW13FYUO,c54a9a57-ce49-4019-a8b6-6ee35b74e3af,numeric-base,1515C,DH424084K,YG1,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recEFD0hORW13FYUO
recEGIexdAjqWUNzA,de4c22f1-5d56-4a03-b7a8-e46cda66e93a,description,1554NS,5072685,Walter-Titex,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recEGIexdAjqWUNzA
recEHbLdBTnq9ut8F,b1146af9-42a2-470b-be78-49c7450fdef1,description,0240NS,74393-C3,Harvey Tool,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recEHbLdBTnq9ut8F
recEIGj1uQOQTX7lN,0b12cf33-fd1b-4d2b-b9fa-16ef60878a24,numeric-base,0257C,17004754,Niagara Cutter,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recEIGj1uQOQTX7lN
recEMA9lDAFulDsje,954fd82f-e916-44a9-affc-4256d5f222c7,description,2003NS,63310213,MSC,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recEMA9lDAFulDsje
recESDYi9SZl4cs2g,f3ae011a-5df7-4252-852b-559ec24790c3,numeric-base,1630NS,9055100077000,Guhring,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recESDYi9SZl4cs2g
recESr5Fb6N00xukZ,4a86177d-a90f-401b-abc6-86228ed25dac,description,0340NS,3500-.375-120DEG,Maritool,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recESr5Fb6N00xukZ
recEWlHQ1JCFvQRNG,b152f212-8c16-4004-af20-de8554a126d1,description,1605S,48822563,OSG,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recEWlHQ1JCFvQRNG
recEg8Hu5K9aG66uH,cc22c279-bab5-47b4-b9a9-102cd8732076,description,3010NS,02330645,MSC,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recEg8Hu5K9aG66uH
recEhnSiOXIJlP6qL,6e02df3a-9f07-4d6c-939e-02d64a53aaae,description,1655NS,5986872,Dormer,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recEhnSiOXIJlP6qL
recEwZlRr3VG4eX36,29103774-d417-48ee-a4f1-29dc04584787,description,0276NS,MT0250C0520UN MT7,Carmex,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recEwZlRr3VG4eX36
recF4GhnpjWOwpI9e,675a32f8-3884-47ca-93a1-cf6fe87ec74b,description,1949NS,99152258,Helicoil,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recF4GhnpjWOwpI9e
recF6YMbbsrsqjhVv,09167565-d0f8-4209-b2fc-b67d09301a63,description,1911NS,01483,YG1,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recF6YMbbsrsqjhVv
recF91m82lLnzEUrN,80dcb6f0-6f9e-4920-9b29-9fed155fe732,description,0308NS,07337207,Accupro,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recF91m82lLnzEUrN
recFR4NWjNPVA5Ck6,72c86e57-5893-417e-8ffc-2edec37e681e,numeric-base,1951NS,1635087547,OSG,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recFR4NWjNPVA5Ck6
recFSP2yqQXSW8bNg,418b3465-99d8-49ef-a935-56f6040d06c5,description,1918NS,10900600,OSG,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recFSP2yqQXSW8bNg
recFZSmO0gCn5XmIN,f8f55418-d065-4cb8-ac57-555a8d7883c3,numeric-base,0223C,UGMF71915,YG1,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recFZSmO0gCn5XmIN
recFjrSf46jDzVcrx,14f7d7cb-498b-43d0-ac38-a6c335f1e775,description,1501S,D4107100,YG1,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recFjrSf46jDzVcrx
recFrWMTfnSM3hK38,f45d3413-3589-499f-adbc-7aa54491f6bb,numeric-base,1929NS,1625010326,OSG,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recFrWMTfnSM3hK38
recFxJzOIXWfdQI7T,0af39e88-4bd3-4ef7-ae84-d0dcb9f72a91,description,0371NS,78958279,MSC,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recFxJzOIXWfdQI7T
recFy1YGepRyc8Wgb,c01038dc-4922-4c8f-a358-e930bb73f706,description,"11 MRTL Shrink, .375 3"" GAGE",,,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recFy1YGepRyc8Wgb
recG1XXYBHDLuYqxr,a9051ebe-8fd0-431e-a9c2-e018f5e7bbff,description,2005NS,45674462,MSC,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recG1XXYBHDLuYqxr
recGGnKYZjgVTlOe7,efa67cfe-a107-41cb-b179-62f7118d3ad0,description,0346NS,Custom,AB Tools,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recGGnKYZjgVTlOe7
recGQuupaJPS3WHZ2,ccf456a9-b1aa-4571-ae98-31311479d27b,description,1632NS,EDP DH451028F,CTC,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recGQuupaJPS3WHZ2
recGbd4m3XCr2xF0o,8fd121ac-5e3a-4227-94f6-f4ebdb52e779,description,1574NS,9024630023800,Guhring,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recGbd4m3XCr2xF0o
recGdOVCUgUbde1gp,a5e027ca-d1f2-4380-b2ad-061a5cf2b920,numeric-base,1960NS,13375,Widia,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recGdOVCUgUbde1gp
recGoV43VcrNKq4N4,6a040e03-d82a-4fd8-877a-bbe4a540fb3c,description,1940S,1410104308,OSG,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recGoV43VcrNKq4N4
recGrvkCvaeUhwZJH,7c13a6c6-e2c0-4182-8be1-9e9a70a22d2a,numeric-base,0246C,YGUGMF70S956,YG1,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recGrvkCvaeUhwZJH
recH8M19JIepF9z2W,951d7914-cf5a-44fe-8794-8595821d65ba,numeric-base,1922NS,9039160035050,Guhring,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recH8M19JIepF9z2W
recH9OxOlAg5NQ3Sk,da37207a-3490-45d5-853a-6997569082b7,description,1968NS,9008270120050,Guhring,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recH9OxOlAg5NQ3Sk
recHHfOu7RwJ29NnV,b4128f1b-b939-4ee1-99e5-ba8869c78394,numeric-base,0296NS,P98404432,Fraisa,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recHHfOu7RwJ29NnV
recHLLMViZm6cDSTm,5aff4a9d-d819-4f4e-8e64-7df83a8c56dd,description,1633NS,9055250063500,Guhring,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recHLLMViZm6cDSTm
recHtH5NbEzZkH0cQ,5f733e41-5b40-4330-bffc-b5b5d618f9a0,description,1596,99692,M.A. Ford,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recHtH5NbEzZkH0cQ
recHxWlpH3RmQRv0I,cd2f7c3e-abb0-4c62-a0fa-921b15be8b37,description,1662NS,79891271,MSC,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recHxWlpH3RmQRv0I
recI3H9nY4QlUbXnH,136fdbe2-f516-419d-bd4f-b13d75ad78e0,description,1543NS,DH423120K,YG1,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recI3H9nY4QlUbXnH
recIDkzyg6pjZz1mP,b581dbe7-1b01-42b1-ab66-a9c4e55dc649,description,0320NS,956124-C3,Harvey Tool,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recIDkzyg6pjZz1mP
recISUFh6bCSrp3zO,ea24a8a1-935d-4c6d-acda-015c58af82d5,description,1614S,YGDH424075,YG1,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recISUFh6bCSrp3zO
recIYSXlXHx9Nd8zz,0e6ee2c7-8279-42d1-8c84-977769412491,description,0211NS,CHAMFER MILL 1/4 X 90 DEG,,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recIYSXlXHx9Nd8zz
recIkrBIqKczWIWyK,e30edcd1-f2ae-4b0e-aa55-0737288422ee,description,1999NS,00245860,MSC,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recIkrBIqKczWIWyK
recItRnSY1grX0Ghe,9808f939-6fdc-47d8-a096-8df607f1ce12,description,1518NS,YGDH423032F,YG1 Dream,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recItRnSY1grX0Ghe
recIvGSzsN8SOSHEH,f52422d2-1ce3-44e6-89c9-34281a74ad86,description,1643NS,58579129,Guhring,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recIvGSzsN8SOSHEH
recJ0bj9gPC5SYf4n,18da7784-7419-4a7f-a6db-4fcca71a2602,description,0221NS,UGMF68S918,YG1,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recJ0bj9gPC5SYf4n
recJ8cfdbtfKkqbfy,f78105e3-70b1-4739-b408-2526eab8c1ba,description,0243NS,E5G98927,YG1,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recJ8cfdbtfKkqbfy
recJ8msAuIWbIIHjJ,a8a5e48f-ba13-497a-9054-0e0c007fa0f9,description,0321NS,76-9040,Internal Tool,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recJ8msAuIWbIIHjJ
recJAl9HrHBGDev37,93347b9e-b651-43d6-b048-70b248db998e,numeric-base,1936NS,34400608,OSG,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recJAl9HrHBGDev37
recJI21GPl28quHZo,6ebbc0dd-88ac-40e8-bce3-385d599ca07e,description,1684NS,2.CD.150100.CA,CTC,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recJI21GPl28quHZo
recJJRM87xpyiNS1U,c01038dc-4922-4c8f-a358-e930bb73f706,description,"11 MRTL Shrink, .375 3"" GAGE",,,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recJJRM87xpyiNS1U
recJUQg0O2sm3Mdlx,4341d197-487d-493e-b0ef-7abb4ef50925,description,0272NS,23214-C3,Harvey Tool,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recJUQg0O2sm3Mdlx
recJhc8FAMoV0pEVi,c4df624b-5ad6-41a5-aebb-673a5c251bc9,description,0360NS,80539505,MSC,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recJhc8FAMoV0pEVi
recJvlvhK9Q6Q6vrn,c54f2793-b4cc-4c0f-bec5-52c7721e9f10,description,3009NS,DH510044,YG1,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recJvlvhK9Q6Q6vrn
recK45JqrBilyIgdu,fb8ad8bf-8cd5-4490-a43c-382db3e22374,description,1975NS,9039730120070,Guhring,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recK45JqrBilyIgdu
recKF8nrnkOgvMpZr,88009018-0845-4b1a-b50a-4e14573440df,description,0215NS,80078,MicroCut,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recKF8nrnkOgvMpZr
recKWBumwC5qr63Up,f72e9bbb-145b-4501-86d0-450442ce157a,description,1685NS,2.CD.150100.CA,CTC,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recKWBumwC5qr63Up
recKje2kraOi8RONc,97d99c69-e1bb-4047-a154-2881f951a9c1,description,0208S,E5G95902,YG1,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recKje2kraOi8RONc
recKmA8sq3828CLvx,d8e82385-5873-4330-8b13-fdb2b512465d,numeric-base,0324NS,19001214,ProMax,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recKmA8sq3828CLvx
recKpGvkqIwz9cpJ3,e20786fd-5bad-4eb0-b83c-dfa465d1469a,numeric-base,0222C,E5G98920,YG1,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recKpGvkqIwz9cpJ3
recKzRjqqOhXiDk9e,8172c5a9-f89e-4795-a244-27769a7b4f0a,description,1998NS,68574078,MSC,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recKzRjqqOhXiDk9e
recL4qC4XUJWFvcSG,c01038dc-4922-4c8f-a358-e930bb73f706,description,"11 MRTL Shrink, .375 3"" GAGE",,,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recL4qC4XUJWFvcSG
recL9WuOOkUxaeSca,0a53e22a-3a1d-430e-904d-d5993ec04063,description,1607S,DH408042K,YG1,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recL9WuOOkUxaeSca
recLLSchmVsSwTd59,6a6152dd-4af8-4307-9936-2f3fe40890a3,description,1557NS,54013,Chicago-Latrobe,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recLLSchmVsSwTd59
recLQhq7jdH3YyacH,05809847-01e5-4f16-8b3e-4f3d1dcee8e7,numeric-base,1502NS,00901082,SGS,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recLQhq7jdH3YyacH
recLTo00xNazdsYC2,586bfcba-2681-4925-8a5e-b96e22a8bbcb,description,0218NS,68-1575,Internal Tool,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recLTo00xNazdsYC2
recLX9ZgXPU8vyyEQ,e7fcdf66-46da-45f0-849e-5845491cda0b,description,1646NS,27212550NC,MA Ford,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recLX9ZgXPU8vyyEQ
recLZW7QjF211OZYK,8d518d40-c3f5-44a9-94c4-c5283a3d7b0f,description,1617NS,70647532,OSG,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recLZW7QjF211OZYK
recLf3elI5sjuE8tQ,6e49660b-7e60-48a1-b1bd-e7f3583372aa,description,1545NS,79891362,Hertel,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recLf3elI5sjuE8tQ
recLlrDk6jvNqUAF9,982a56f9-0a7e-4607-8a54-276be19e8b46,description,1654NS,4599759,Hertel,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recLlrDk6jvNqUAF9
recM5AuJAFsJl54AS,16532cd4-c004-4535-89f1-69a0a16e5a86,description,1647NS,300-3189,OSG,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recM5AuJAFsJl54AS
recM7YWd1dsSqUQCh,7b952c46-7ccd-4bff-8ba9-f14430d5cb67,description,1583NS,,YG1,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recM7YWd1dsSqUQCh
recMOB1qBIo03kjpk,ef79008e-0198-45b5-a156-45fb15d20f45,description,0348NS,97072268,Accupro,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recMOB1qBIo03kjpk
recMPXZVMV0GgZ1UZ,3327249b-a521-441f-bca1-d5812efa83b7,numeric-base,1588NS,8597665,OSG,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recMPXZVMV0GgZ1UZ
recMRIxYi6qhxIuBh,a9ba0981-8b76-450a-967a-a92e3f596a77,description,0266NS,MT0312D0710ISO MT7,Carmex,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recMRIxYi6qhxIuBh
recMX68jUIxYxWcPm,bc824106-9ba0-45b6-b95f-681977b8509e,description,1913NS,10900800,OSG,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recMX68jUIxYxWcPm
recMlRYFRl8dJzuUc,3df5b45f-4271-4a11-b36c-559b28e0100f,description,0212S,E5G95901,YG1,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recMlRYFRl8dJzuUc
recMsjFqmtLXGpzaC,4bc29e9f-ee35-4a48-8cd7-c73b1e7359b5,description,1579NS,78561925,MSC,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recMsjFqmtLXGpzaC
recMtYYccHckfoi4h,3dd3cd46-a992-4318-af1a-30e136994ebd,description,1556NS,9055200073000,Guhring,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recMtYYccHckfoi4h
recMtnWcZUNjJMR8A,7eb60815-5d57-4fbe-a14c-272c8fd321be,description,1628NS,YGDH408006L,YG1,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recMtnWcZUNjJMR8A
recMvYzKH0Lo64cQu,6bb0a743-f5e2-412d-822e-802db3a25525,description,1636NS,41582099,Accupro,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recMvYzKH0Lo64cQu
recNE1WQ3DfRa6xaY,638e1072-abc3-4edc-9af7-07ba812c830f,description,1634NS,9055200060000,Guhring,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recNE1WQ3DfRa6xaY
recNhMekDVPUDH8Vq,3c4be116-9f59-40a7-ab4c-a27219506f13,description,0252NS,UGMF70916,YG1,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recNhMekDVPUDH8Vq
recNkX5DkMV8cyAFz,2e44128a-9c07-44ac-b6a6-e8bbc52a529c,numeric-base,0238NS,YGGMF24917,YG1,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recNkX5DkMV8cyAFz
recNsxDPCA1a0YmYI,d472deb8-ea50-45a1-b91c-f023909c8e51,description,1627NS,D4107150,YG1,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recNsxDPCA1a0YmYI
recNttDcyPeYuJOjt,c6d64c81-12b1-4bf5-92d6-66c72e31a60b,description,1650NS,27212800T,MA Ford,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recNttDcyPeYuJOjt
recOBZVOt8lcTmhfn,8e4eaa7e-16f2-463b-b5e6-221f4a167130,description,3003NS,30152011,Hertel,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recOBZVOt8lcTmhfn
recODa26eDrABDJS4,558ea823-095f-475e-a2eb-d33ebeb3b6a7,description,1954NS,1730108,OSG,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recODa26eDrABDJS4
recOSPBrDMpE98oTG,b61b2b1a-04af-435c-8ca5-128061761d8e,description,0342NS,CF2-6504,Conical,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recOSPBrDMpE98oTG
recOSQ7OMohYfJpvP,8adcb828-f41d-4d3e-a83f-1eb745db482d,description,1686NS,49209752,MSC,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recOSQ7OMohYfJpvP
recOVkZnnXD2VukU2,4884f40c-8923-46e5-8ca8-83c5c9a8429b,description,0242NS,E5I39905,YG1,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recOVkZnnXD2VukU2
recOW2SRIvK55SMpA,4b2b5736-7344-405f-8d6e-da8bee826f7b,numeric-base,1620NS,DPP447085,YG1,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recOW2SRIvK55SMpA
recOWfHPLM8UL0s2O,a0f2753e-9cff-486f-902e-5b7b38d1e542,numeric-base,1622NS,DH451039,YG1,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recOWfHPLM8UL0s2O
recOchBbal20DY3nT,dde8fb27-a627-477d-be3f-59562ae052f6,description,1670NS,07042724,MSC,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recOchBbal20DY3nT
recOeBtS3RtCEZa8H,36d9a964-e50a-4fc8-8d50-19b9d204b7b2,description,0367NS,95500530,Fraisa,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recOeBtS3RtCEZa8H
recOiB2z6uewld1Al,59df69ea-7185-44e3-be58-18adb59e2c9d,numeric-base,0230C,UGMF68901,YG1,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recOiB2z6uewld1Al
recOkJ6KNoNwL7ji2,73d1b1af-4d80-40f2-a080-765a9b0cc3f0,description,1567NS,2296606,Hertel,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recOkJ6KNoNwL7ji2
recOks10fwJCMBi3k,1381e02a-8bde-4b60-86ef-8241f1cee89c,description,1907NS,1757901,OSG,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recOks10fwJCMBi3k
recOr9Bi78NNH53sw,595f5ebc-712e-4ccc-8b26-572c183255ff,description,1665NS,DGE433018F,CTC,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recOr9Bi78NNH53sw
recOtP35upfEQuRi4,8c72361d-903e-43d7-ab57-1a7ccf0edc24,description,1990NS,58206541,MSC,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recOtP35upfEQuRi4
recP9TL5yNRxHZNiK,4e4ada89-90d2-4cdd-8493-06fca49e1522,description,1535NS,9055200062500,Guhring,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recP9TL5yNRxHZNiK
recPLML6Okr0FdoAo,75cc2cf3-52f7-4f9f-893b-5fffda16055c,numeric-base,0290NS,E5I59024,YG1,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recPLML6Okr0FdoAo
recPUcIhi8T8DQh3o,92c2e25d-f190-47eb-89b5-12529e105ea3,description,1625NS,D4107145,YG1,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recPUcIhi8T8DQh3o
recPY6qRpF1VNkXy4,fa552477-395a-4693-80d0-55e5e1135cb4,description,1944NS,BB345,YG1,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recPY6qRpF1VNkXy4
recQ1drkgg6LoDTT4,3bb688cf-c123-4e99-a753-ab3d5cb5de03,numeric-base,1988NS,1635060148,OSG,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recQ1drkgg6LoDTT4
recQ3n2kidb8CRBaB,488d2766-8696-490b-9636-4efc81b49d7d,description,1613NS,D4107030,YG1,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recQ3n2kidb8CRBaB
recQ5IW7aOFTij0LB,a04188fb-1654-45ad-b740-312cd1115efd,description,0241NS,030ENG14-30DG-DE-N3,Lakeshore Carbide,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recQ5IW7aOFTij0LB
recQ60YiCv9mF4isQ,2447258d-624c-4775-bdbe-0df9db9e7eec,description,0328NS,82025834,Harvey Tool,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recQ60YiCv9mF4isQ
recQBP1UIgo2QIG2P,4f7269d7-d4c3-42bb-a703-6995119e7a71,numeric-base,0294NS,P98404530,Fraisa,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recQBP1UIgo2QIG2P
recQFO1BSmiJLSl0h,270db195-8c44-4b55-a61d-989ace16cfac,numeric-base,1539NS,49712474,Balax,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recQFO1BSmiJLSl0h
recQHW69EV1Q0y76P,45740ce0-7f20-4753-84b6-05a966f62bd6,description,0354,YG1 59020,CTC,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recQHW69EV1Q0y76P
recQKZ8TwzHR5xDrG,2a61b181-301c-4960-afe8-969b367cf133,description,0333NS,SPTM290L,SCT,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recQKZ8TwzHR5xDrG
